name1,fb_population_1,name2,fb_population_2,link_value,ds
Tournai,2314,Nivelles,4897,9.92443625286939e-07,2020-03-31
Ieper,1891,Nivelles,4897,3.3210814652781464e-08,2020-03-31
Diksmuide,942,Nivelles,4897,5.032390322227203e-08,2020-03-31
Leuven,6784,Nivelles,4897,1.3640360578485839e-06,2020-03-31
Dendermonde,3553,Nivelles,4897,3.199010923775754e-07,2020-03-31
Mechelen,5011,Nivelles,4897,1.7962272240352805e-07,2020-03-31
Mons,4215,Maaseik,4347,1.2290742102360045e-08,2020-03-31
Liège,9438,Maaseik,4347,1.4830056969881721e-07,2020-03-31
Marche-en-Famenne,917,Maaseik,4347,1.5554659527526908e-08,2020-03-31
Arlon,1015,Maaseik,4347,3.372679279623766e-09,2020-03-31
Leuven,6784,Maaseik,4347,1.4708183577135568e-06,2020-03-31
Huy,1796,Maaseik,4347,4.3521521643289045e-08,2020-03-31
Neufchâteau,943,Maaseik,4347,3.0251585974002506e-09,2020-03-31
Namur,4775,Maaseik,4347,2.131627480757952e-08,2020-03-31
Aalst,5212,Maaseik,4347,1.0887643302911568e-07,2020-03-31
Gent,8094,Maaseik,4347,1.3276059874746833e-07,2020-03-31
Ath,1471,Maaseik,4347,1.2411582030611822e-08,2020-03-31
Mouscron,1384,Maaseik,4347,1.7231775505370614e-08,2020-03-31
Diksmuide,942,Maaseik,4347,6.335350078527523e-08,2020-03-31
Kortrijk,5076,Maaseik,4347,3.7474324957445564e-08,2020-03-31
Ieper,1891,Maaseik,4347,3.1981893503853416e-08,2020-03-31
Tournai,2314,Maaseik,4347,9.024176214256936e-09,2020-03-31
Virton,812,Maaseik,4347,1.405283033176569e-10,2020-03-31
Oudenaarde,1959,Maaseik,4347,3.3492937630941314e-08,2020-03-31
Soignies,3158,Maaseik,4347,1.5970921524357298e-07,2020-03-31
Dinant,1693,Maaseik,4347,1.145807855284664e-08,2020-03-31
Roeselare,2973,Maaseik,4347,2.2645240347602786e-08,2020-03-31
Oostende,2726,Maaseik,4347,1.2365294706393658e-07,2020-03-31
Bastogne,723,Maaseik,4347,5.839602136757517e-09,2020-03-31
Turnhout,7823,Maaseik,4347,2.560385017129198e-06,2020-03-31
Mechelen,5011,Maaseik,4347,4.951022736050264e-07,2020-03-31
Dendermonde,3553,Maaseik,4347,2.166561200548556e-07,2020-03-31
Sint-Niklaas,4193,Maaseik,4347,1.3947258150642245e-07,2020-03-31
Tongeren,3715,Maaseik,4347,8.980607274599419e-06,2020-03-31
Neufchâteau,943,Soignies,3158,6.979104107909606e-08,2020-03-31
Aalst,5212,Soignies,3158,2.018633768886024e-06,2020-03-31
Virton,812,Soignies,3158,2.843535483683111e-08,2020-03-31
Liège,9438,Soignies,3158,2.1165873402617024e-07,2020-03-31
Arlon,1015,Soignies,3158,6.9637603682035355e-09,2020-03-31
Nivelles,4897,Soignies,3158,1.088530722437589e-05,2020-03-31
Tongeren,3715,Soignies,3158,3.1710259191236386e-08,2020-03-31
Hasselt,7374,Soignies,3158,1.8414469459924168e-07,2020-03-31
Mons,4215,Soignies,3158,1.1794037501780816e-05,2020-03-31
Marche-en-Famenne,917,Soignies,3158,8.221844302408246e-08,2020-03-31
Oudenaarde,1959,Soignies,3158,1.3174280506959517e-06,2020-03-31
Tielt,1659,Soignies,3158,1.0708128284890193e-07,2020-03-31
Charleroi,7325,Soignies,3158,1.4438654092645147e-05,2020-03-31
Waremme,1341,Soignies,3158,4.819904221374582e-07,2020-03-31
Dendermonde,3553,Soignies,3158,3.690936726012027e-07,2020-03-31
Ath,1471,Soignies,3158,2.0371028924511083e-05,2020-03-31
Maaseik,4347,Virton,812,1.405283033176569e-10,2020-03-31
Virton,812,Virton,812,0.0,2020-03-31
Soignies,3158,Virton,812,2.843535483683111e-08,2020-03-31
Gent,8094,Virton,812,3.8747715940637543e-07,2020-03-31
Tielt,1659,Virton,812,7.364394629558226e-10,2020-03-31
Tongeren,3715,Virton,812,1.6443513715258535e-09,2020-03-31
Mons,4215,Antwerpen,14978,2.1889668222676686e-08,2020-03-31
Thuin,2499,Antwerpen,14978,1.6525546987431298e-08,2020-03-31
Mouscron,1384,Antwerpen,14978,1.1545609739193466e-07,2020-03-31
Nivelles,4897,Antwerpen,14978,4.034406659584264e-07,2020-03-31
Dendermonde,3553,Antwerpen,14978,2.50409335953583e-06,2020-03-31
Kortrijk,5076,Antwerpen,14978,3.322631102733014e-07,2020-03-31
Mechelen,5011,Antwerpen,14978,1.2699517680018048e-05,2020-03-31
Mechelen,5011,Ath,1471,1.123799586352602e-07,2020-03-31
Oudenaarde,1959,Ath,1471,8.752066627239831e-06,2020-03-31
Mouscron,1384,Ath,1471,6.346268163732395e-06,2020-03-31
Charleroi,7325,Ath,1471,1.00687989171364e-06,2020-03-31
Dendermonde,3553,Ath,1471,2.963968448369658e-07,2020-03-31
Maaseik,4347,Ath,1471,1.2411582030611822e-08,2020-03-31
Hasselt,7374,Ath,1471,3.630899002164129e-08,2020-03-31
Mons,4215,Kortrijk,5076,1.627523964163625e-07,2020-03-31
Waremme,1341,Kortrijk,5076,4.969851997492708e-08,2020-03-31
Oudenaarde,1959,Kortrijk,5076,1.1959472889176007e-05,2020-03-31
Halle-Vilvoorde,8423,Kortrijk,5076,2.643791907484785e-07,2020-03-31
Dinant,1693,Kortrijk,5076,2.3896331910558195e-08,2020-03-31
Leuven,6784,Kortrijk,5076,3.105349507344607e-07,2020-03-31
Verviers,3545,Kortrijk,5076,2.5057370959600648e-08,2020-03-31
Turnhout,7823,Kortrijk,5076,1.792779816845968e-07,2020-03-31
Oostende,2726,Kortrijk,5076,2.354660028758414e-06,2020-03-31
Dendermonde,3553,Kortrijk,5076,1.1420676597908371e-06,2020-03-31
Bastogne,723,Kortrijk,5076,5.406417159390226e-09,2020-03-31
Mons,4215,Philippeville,1058,8.038671475694259e-07,2020-03-31
Mouscron,1384,Philippeville,1058,1.073858296082036e-07,2020-03-31
Diksmuide,942,Philippeville,1058,1.6294895393182026e-06,2020-03-31
Marche-en-Famenne,917,Philippeville,1058,5.925676042024865e-07,2020-03-31
Thuin,2499,Philippeville,1058,1.5660238350448647e-05,2020-03-31
Nivelles,4897,Philippeville,1058,2.2833047182374904e-06,2020-03-31
Turnhout,7823,Philippeville,1058,1.2046101874529367e-08,2020-03-31
Liège,9438,Mouscron,1384,1.4126557741901932e-08,2020-03-31
Halle-Vilvoorde,8423,Mouscron,1384,3.9793402945767887e-07,2020-03-31
Ieper,1891,Mouscron,1384,1.6620792717751847e-05,2020-03-31
Thuin,2499,Mouscron,1384,3.231233313584173e-07,2020-03-31
Mouscron,1384,Mouscron,1384,0.0,2020-03-31
Mechelen,5011,Mouscron,1384,9.133555595068588e-08,2020-03-31
Liège,9438,Brugge,4404,2.064563723386281e-08,2020-03-31
Brugge,4404,Brugge,4404,0.0,2020-03-31
Dinant,1693,Brugge,4404,4.390855442871196e-09,2020-03-31
Namur,4775,Brugge,4404,1.0189961257767298e-08,2020-03-31
Mons,4215,Brugge,4404,3.340216338105672e-08,2020-03-31
Gent,8094,Brugge,4404,3.6142740318521624e-06,2020-03-31
Brussel Hoofdstad,14514,Brugge,4404,7.480636663974257e-07,2020-03-31
Sint-Niklaas,4193,Brugge,4404,1.4332454225138997e-06,2020-03-31
Bastogne,723,Brugge,4404,1.2306964728565613e-08,2020-03-31
Waremme,1341,Sint-Niklaas,4193,8.998207497784133e-09,2020-03-31
Halle-Vilvoorde,8423,Sint-Niklaas,4193,1.978234373490183e-06,2020-03-31
Soignies,3158,Sint-Niklaas,4193,2.699396882183205e-07,2020-03-31
Philippeville,1058,Sint-Niklaas,4193,7.715214996501612e-09,2020-03-31
Diksmuide,942,Sint-Niklaas,4193,2.3559525595828137e-07,2020-03-31
Maaseik,4347,Sint-Niklaas,4193,1.3947258150642245e-07,2020-03-31
Mechelen,5011,Sint-Niklaas,4193,4.586384048348077e-06,2020-03-31
Nivelles,4897,Sint-Niklaas,4193,1.3161082294216024e-07,2020-03-31
Ath,1471,Sint-Niklaas,4193,1.7781184147613706e-07,2020-03-31
Oostende,2726,Sint-Niklaas,4193,1.584464401799271e-06,2020-03-31
Neufchâteau,943,Arlon,1015,1.3502768277384454e-05,2020-03-31
Waremme,1341,Arlon,1015,2.0408104956434816e-08,2020-03-31
Halle-Vilvoorde,8423,Arlon,1015,8.935057468015257e-09,2020-03-31
Philippeville,1058,Arlon,1015,2.558983743857145e-07,2020-03-31
Maaseik,4347,Arlon,1015,3.372679279623766e-09,2020-03-31
Virton,812,Arlon,1015,0.00010197003890735843,2020-03-31
Mouscron,1384,Arlon,1015,2.4717547639612616e-09,2020-03-31
Oudenaarde,1959,Arlon,1015,2.4946463890632143e-09,2020-03-31
Aalst,5212,Arlon,1015,2.906703387594397e-09,2020-03-31
Liège,9438,Arlon,1015,2.1208639099369063e-06,2020-03-31
Leuven,6784,Arlon,1015,4.7328523960006896e-08,2020-03-31
Tournai,2314,Arlon,1015,2.111932703619204e-09,2020-03-31
Veurne,957,Dendermonde,3553,9.55528460211244e-08,2020-03-31
Neufchâteau,943,Dendermonde,3553,8.58678453732773e-09,2020-03-31
Virton,812,Dendermonde,3553,5.329910658648324e-09,2020-03-31
Roeselare,2973,Dendermonde,3553,4.655520786770143e-07,2020-03-31
Leuven,6784,Dendermonde,3553,8.60766074695955e-07,2020-03-31
Verviers,3545,Dendermonde,3553,2.1738876883042783e-08,2020-03-31
Philippeville,1058,Dendermonde,3553,1.2271892594014478e-08,2020-03-31
Nivelles,4897,Dendermonde,3553,3.199010923775754e-07,2020-03-31
Tournai,2314,Dendermonde,3553,4.000040960419435e-08,2020-03-31
Ieper,1891,Dendermonde,3553,5.979352194027215e-07,2020-03-31
Thuin,2499,Dendermonde,3553,7.005603361792897e-08,2020-03-31
Ath,1471,Dendermonde,3553,2.963968448369658e-07,2020-03-31
Eeklo,1569,Dendermonde,3553,2.152331866294536e-06,2020-03-31
Maaseik,4347,Bastogne,723,5.839602136757517e-09,2020-03-31
Halle-Vilvoorde,8423,Bastogne,723,7.167819268947234e-08,2020-03-31
Mons,4215,Bastogne,723,9.928952452935655e-09,2020-03-31
Soignies,3158,Bastogne,723,4.3884425642931337e-08,2020-03-31
Veurne,957,Bastogne,723,1.4338021682896962e-09,2020-03-31
Diksmuide,942,Bastogne,723,2.184950119511528e-09,2020-03-31
Nivelles,4897,Bastogne,723,4.413179830934964e-07,2020-03-31
Oostende,2726,Bastogne,723,2.5167804017851056e-09,2020-03-31
Turnhout,7823,Bastogne,723,4.8234805782901805e-09,2020-03-31
Charleroi,7325,Bastogne,723,8.635638760403322e-08,2020-03-31
Oudenaarde,1959,Dinant,1693,1.2413554934827556e-08,2020-03-31
Tournai,2314,Namur,4775,1.6919942356732756e-07,2020-03-31
Mouscron,1384,Namur,4775,4.375911810920739e-08,2020-03-31
Leuven,6784,Namur,4775,4.1858650503568017e-07,2020-03-31
Thuin,2499,Dinant,1693,2.793896414546092e-07,2020-03-31
Waremme,1341,Dinant,1693,1.8658709662989689e-06,2020-03-31
Leuven,6784,Dinant,1693,1.2313000360255844e-07,2020-03-31
Oudenaarde,1959,Namur,4775,5.414114078915279e-08,2020-03-31
Charleroi,7325,Dinant,1693,9.64646445738031e-07,2020-03-31
Charleroi,7325,Namur,4775,8.976338958648698e-06,2020-03-31
Mouscron,1384,Dinant,1693,1.0987117824093606e-07,2020-03-31
Diksmuide,942,Namur,4775,9.15299628075164e-09,2020-03-31
Diksmuide,942,Dinant,1693,4.354413291926694e-09,2020-03-31
Philippeville,1058,Dinant,1693,6.283772918626543e-06,2020-03-31
Philippeville,1058,Namur,4775,1.1678167804762485e-05,2020-03-31
Brussel Hoofdstad,14514,Namur,4775,2.49242812480185e-06,2020-03-31
Brussel Hoofdstad,14514,Dinant,1693,7.101480279891396e-07,2020-03-31
Tongeren,3715,Namur,4775,2.484755079654772e-07,2020-03-31
Diksmuide,942,Diksmuide,942,0.0,2020-03-31
Tielt,1659,Diksmuide,942,7.5037442988937055e-06,2020-03-31
Antwerpen,14978,Diksmuide,942,2.7432560779771514e-07,2020-03-31
Namur,4775,Diksmuide,942,9.15299628075164e-09,2020-03-31
Gent,8094,Diksmuide,942,8.407992559971144e-07,2020-03-31
Oostende,2726,Diksmuide,942,3.5008990080406624e-05,2020-03-31
Nivelles,4897,Diksmuide,942,5.032390322227203e-08,2020-03-31
Turnhout,7823,Diksmuide,942,7.134952799826343e-08,2020-03-31
Marche-en-Famenne,917,Turnhout,7823,4.341674785453309e-07,2020-03-31
Neufchâteau,943,Turnhout,7823,5.849836148752157e-09,2020-03-31
Maaseik,4347,Turnhout,7823,2.560385017129198e-06,2020-03-31
Soignies,3158,Turnhout,7823,7.487147683959394e-08,2020-03-31
Waremme,1341,Turnhout,7823,2.3830760421453667e-08,2020-03-31
Dinant,1693,Turnhout,7823,8.614042693055621e-09,2020-03-31
Diksmuide,942,Turnhout,7823,7.134952799826343e-08,2020-03-31
Liège,9438,Turnhout,7823,4.293633655770943e-08,2020-03-31
Nivelles,4897,Turnhout,7823,6.310903839752697e-08,2020-03-31
Arlon,1015,Turnhout,7823,2.811140897710184e-09,2020-03-31
Antwerpen,14978,Turnhout,7823,7.047100557801932e-06,2020-03-31
Bastogne,723,Turnhout,7823,4.8234805782901805e-09,2020-03-31
Tongeren,3715,Turnhout,7823,9.816028134514414e-07,2020-03-31
Sint-Niklaas,4193,Turnhout,7823,1.0754363400948245e-06,2020-03-31
Mons,4215,Thuin,2499,6.3836753138808474e-06,2020-03-31
Aalst,5212,Thuin,2499,1.8984710184674442e-07,2020-03-31
Thuin,2499,Thuin,2499,0.0,2020-03-31
Tournai,2314,Thuin,2499,5.464108240050077e-07,2020-03-31
Ieper,1891,Thuin,2499,2.3722482034204395e-08,2020-03-31
Marche-en-Famenne,917,Thuin,2499,8.636678953660707e-08,2020-03-31
Brugge,4404,Thuin,2499,2.8845354441532962e-08,2020-03-31
